,cust_id,transaction_type,transaction_date,subscription_type,customer_gender,age_group,customer_country,referral_type,price
1071,1072,CHURN,2021-09-01,BASIC,Female,45-54,Denmark,TV,43
1072,1073,initial,2022-10-01,BASIC,Other,35-44,Sweden,Missing referral type,53
1073,1074,initial,2020-09-01,BASIC,Male,55-65,Finland,Paid Search,33
1074,1075,UPGRADE,2022-09-01,PRO,Other,18-24,Norway,Missing referral type,85
1075,1076,UPGRADE,2021-10-01,MAX,Male,45-54,Sweden,TV,109
1076,1077,REDUCTION,2021-10-01,BASIC,Other,25-34,Finland,Bing,43
1077,1078,initial,2020-07-01,BASIC,Male,55-65,Sweden,Paid Search,33
1078,1079,initial,2020-05-01,BASIC,Female,45-54,Sweden,Missing referral type,33
1079,1080,initial,2021-03-01,BASIC,Male,18-24,Sweden,Missing referral type,43
1080,1081,UPGRADE,2022-06-01,MAX,Male,55-65,Norway,Paid Search,119
1081,1082,CHURN,2022-02-01,PRO,Other,18-24,Denmark,Paid Search,85
1082,1083,REDUCTION,2022-04-01,PRO,Other,55-65,Denmark,facebook,85
1083,1084,CHURN,2022-11-01,PRO,Female,18-24,Denmark,TV,85
1084,1085,CHURN,2022-09-01,MAX,Male,55-65,Denmark,Missing referral type,119
1085,1086,REDUCTION,2021-09-01,BASIC,Male,45-54,Sweden,Display,43
1086,1087,CHURN,2022-01-01,MAX,Other,25-34,Sweden,Missing referral type,119
1087,1088,REDUCTION,2021-06-01,BASIC,Other,45-54,Sweden,Google Ads,43
1088,1089,initial,2022-09-01,MAX,Female,25-34,Sweden,Missing referral type,119
1089,1090,CHURN,2022-11-01,MAX,Male,55-65,Norway,Missing referral type,119
1090,1091,initial,2021-09-01,BASIC,Other,18-24,Sweden,Paid Search,43
1091,1092,initial,2022-07-01,BASIC,Male,25-34,Sweden,Missing referral type,53
1092,1093,REDUCTION,2021-07-01,BASIC,Other,55-65,Sweden,Missing referral type,43
1093,1094,initial,2021-04-01,BASIC,Female,18-24,Finland,facebook,43
1094,1095,REDUCTION,2021-06-01,PRO,Other,18-24,Norway,Paid Search,75
1095,1096,initial,2022-02-01,PRO,Male,55-65,Finland,Google Ads,85
1096,1097,REDUCTION,2022-09-01,BASIC,Male,45-54,Norway,Organic Search,53
1097,1098,initial,2021-04-01,BASIC,Male,18-24,Sweden,facebook,43
1098,1099,initial,2022-08-01,BASIC,Female,18-24,Denmark,facebook,53
1099,1100,REDUCTION,2022-03-01,BASIC,Other,35-44,Norway,Missing referral type,53
1100,1101,UPGRADE,2022-11-01,MAX,Male,45-54,Sweden,Missing referral type,119
1101,1102,initial,2022-08-01,BASIC,Male,55-65,Sweden,Paid Search,53
1102,1103,UPGRADE,2022-10-01,PRO,Female,18-24,Sweden,Missing referral type,85
1103,1104,initial,2022-12-01,PRO,Other,18-24,Sweden,Missing referral type,85
1104,1105,UPGRADE,2022-09-01,MAX,Female,25-34,Sweden,Organic Search,119
1105,1106,initial,2021-07-01,BASIC,Other,18-24,Sweden,Missing referral type,43
1106,1107,initial,2022-10-01,MAX,Other,45-54,Denmark,Missing referral type,119
1107,1108,UPGRADE,2022-03-01,MAX,Female,35-44,Norway,Google Ads,119
1108,1109,UPGRADE,2022-05-01,PRO,Male,45-54,Finland,facebook,85
1109,1110,UPGRADE,2022-07-01,MAX,Female,55-65,Denmark,facebook,119
1110,1111,REDUCTION,2022-01-01,BASIC,Female,25-34,Sweden,Missing referral type,53
1111,1112,initial,2022-06-01,PRO,Other,18-24,Denmark,Missing referral type,85
1112,1113,UPGRADE,2021-11-01,PRO,Other,25-34,Norway,Missing referral type,75
1113,1114,REDUCTION,2022-10-01,BASIC,Female,25-34,Finland,facebook,53
1114,1115,UPGRADE,2021-08-01,MAX,Other,35-44,Norway,Missing referral type,109
1115,1116,initial,2022-12-01,BASIC,Male,18-24,Denmark,Paid Search,53
1116,1117,initial,2021-07-01,BASIC,Other,18-24,Sweden,Missing referral type,43
1117,1118,REDUCTION,2022-09-01,BASIC,Male,35-44,Sweden,facebook,53
1118,1119,REDUCTION,2022-04-01,PRO,Other,35-44,Sweden,Organic Search,85
1119,1120,CHURN,2022-06-01,MAX,Male,55-65,Finland,Missing referral type,119
1120,1121,initial,2021-11-01,PRO,Male,35-44,Denmark,Missing referral type,75
1121,1122,initial,2022-06-01,PRO,Female,45-54,Norway,Missing referral type,85
1122,1123,REDUCTION,2021-10-01,BASIC,Other,35-44,Sweden,TV,43
1123,1124,CHURN,2022-02-01,BASIC,Other,55-65,Sweden,Missing referral type,53
1124,1125,UPGRADE,2022-05-01,MAX,Female,18-24,Sweden,TV,119
1125,1126,UPGRADE,2022-01-01,MAX,Other,35-44,Sweden,Paid Search,119
1126,1127,initial,2022-06-01,PRO,Male,25-34,Denmark,Paid Search,85
1127,1128,CHURN,2022-01-01,BASIC,Other,18-24,Sweden,Organic Search,53
1128,1129,initial,2022-11-01,PRO,Male,25-34,Sweden,Paid Search,85
1129,1130,initial,2022-02-01,BASIC,Male,18-24,Finland,Missing referral type,53
1130,1131,REDUCTION,2022-07-01,BASIC,Female,45-54,Norway,Missing referral type,53
1131,1132,CHURN,2022-01-01,BASIC,Female,18-24,Denmark,Paid Search,53
1132,1133,UPGRADE,2022-06-01,PRO,Female,55-65,Finland,Paid Search,85
1133,1134,initial,2020-01-01,BASIC,Other,18-24,Denmark,facebook,33
1134,1135,initial,2021-02-01,BASIC,Female,55-65,Sweden,facebook,43
1135,1136,initial,2022-08-01,MAX,Other,45-54,Denmark,facebook,119
1136,1137,REDUCTION,2022-07-01,BASIC,Female,25-34,Finland,Organic Search,53
1137,1138,REDUCTION,2022-10-01,PRO,Other,25-34,Sweden,Missing referral type,85
1138,1139,initial,2022-09-01,BASIC,Male,25-34,Sweden,Missing referral type,53
1139,1140,initial,2022-04-01,BASIC,Male,18-24,Denmark,Missing referral type,53
1140,1141,initial,2022-06-01,BASIC,Other,25-34,Norway,Missing referral type,53
1141,1142,CHURN,2022-09-01,MAX,Male,35-44,Sweden,Google Ads,119
1142,1143,initial,2022-12-01,PRO,Other,45-54,Norway,Organic Search,85
1143,1144,initial,2022-04-01,MAX,Other,25-34,Norway,TV,119
1144,1145,UPGRADE,2022-08-01,MAX,Other,25-34,Sweden,Display,119
1145,1146,REDUCTION,2022-02-01,BASIC,Other,18-24,Finland,Missing referral type,53
1146,1147,REDUCTION,2022-10-01,PRO,Other,55-65,Denmark,Organic Search,85
1147,1148,initial,2021-08-01,BASIC,Other,18-24,Norway,facebook,43
1148,1149,REDUCTION,2022-11-01,BASIC,Male,35-44,Norway,Missing referral type,53
1149,1150,REDUCTION,2021-09-01,PRO,Other,35-44,Norway,Missing referral type,75
1150,1151,initial,2022-10-01,PRO,Other,55-65,Sweden,Missing referral type,85
1151,1152,initial,2022-04-01,BASIC,Female,25-34,Sweden,Paid Search,53
1152,1153,UPGRADE,2022-06-01,MAX,Female,25-34,Sweden,facebook,119
1153,1154,initial,2022-09-01,BASIC,Female,55-65,Norway,Missing referral type,53
1154,1155,initial,2021-12-01,BASIC,Female,55-65,Sweden,Organic Search,43
1155,1156,initial,2020-08-01,BASIC,Female,55-65,Denmark,Missing referral type,33
1156,1157,REDUCTION,2021-12-01,BASIC,Male,25-34,Sweden,Organic Search,43
1157,1158,UPGRADE,2022-05-01,MAX,Female,25-34,Denmark,Missing referral type,119
1158,1159,REDUCTION,2021-12-01,PRO,Other,25-34,Norway,facebook,75
1159,1160,REDUCTION,2022-04-01,BASIC,Female,55-65,Denmark,Missing referral type,53
1160,1161,REDUCTION,2022-08-01,PRO,Other,55-65,Sweden,Missing referral type,85
1161,1162,UPGRADE,2020-07-01,MAX,Other,18-24,Norway,Missing referral type,99
1162,1163,UPGRADE,2022-10-01,MAX,Other,18-24,Sweden,Missing referral type,119
1163,1164,initial,2022-11-01,PRO,Other,25-34,Denmark,Paid Search,85
1164,1165,CHURN,2022-05-01,MAX,Other,18-24,Sweden,Missing referral type,119
1165,1166,initial,2022-06-01,PRO,Female,35-44,Finland,Paid Search,85
1166,1167,REDUCTION,2021-07-01,PRO,Other,35-44,Norway,facebook,75
1167,1168,initial,2022-06-01,BASIC,Female,25-34,Sweden,Google Ads,53
1168,1169,REDUCTION,2021-11-01,PRO,Other,18-24,Finland,facebook,75
1169,1170,initial,2022-04-01,PRO,Male,45-54,Sweden,Missing referral type,85
1170,1171,initial,2021-12-01,BASIC,Male,18-24,Sweden,facebook,43
1171,1172,REDUCTION,2020-08-01,BASIC,Female,18-24,Sweden,Paid Search,33
1172,1173,CHURN,2021-12-01,MAX,Female,35-44,Denmark,Missing referral type,109
1173,1174,CHURN,2021-09-01,BASIC,Male,25-34,Sweden,Missing referral type,43
1174,1175,REDUCTION,2022-04-01,BASIC,Male,45-54,Denmark,Missing referral type,53
1175,1176,initial,2020-12-01,BASIC,Female,25-34,Sweden,Missing referral type,33
1176,1177,,2022-08-01,MAX,Male,18-24,Norway,Missing referral type,119
1177,1178,CHURN,2022-08-01,MAX,Other,18-24,Finland,Missing referral type,119
1178,1179,UPGRADE,2021-11-01,PRO,Female,35-44,Sweden,Missing referral type,75
1179,1180,REDUCTION,2022-04-01,BASIC,Male,45-54,Sweden,Missing referral type,53
1180,1181,REDUCTION,2022-08-01,BASIC,Other,35-44,Norway,Missing referral type,53
1181,1182,CHURN,2021-06-01,BASIC,Female,18-24,Sweden,facebook,43
1182,1183,initial,2022-08-01,BASIC,Male,25-34,Norway,Organic Search,53
1183,1184,CHURN,2020-11-01,PRO,Male,18-24,Finland,Google Ads,65
1184,1185,UPGRADE,2022-10-01,MAX,Other,25-34,Sweden,Organic Search,119
1185,1186,REDUCTION,2021-12-01,PRO,Other,45-54,Finland,Missing referral type,75
1186,1187,CHURN,2022-09-01,MAX,Other,18-24,Finland,Missing referral type,119
1187,1188,CHURN,2022-07-01,PRO,Male,55-65,Finland,Missing referral type,85
1188,1189,UPGRADE,2022-07-01,PRO,Female,35-44,Norway,Google Ads,85
1189,1190,UPGRADE,2022-07-01,MAX,Female,18-24,Sweden,Missing referral type,119
1190,1191,initial,2022-12-01,PRO,Male,35-44,Norway,Missing referral type,85
1191,1192,REDUCTION,2022-10-01,BASIC,Other,25-34,Norway,facebook,53
1192,1193,initial,2021-11-01,PRO,Other,25-34,Sweden,Organic Search,75
1193,1194,REDUCTION,2021-06-01,BASIC,Female,45-54,Denmark,Missing referral type,43
1194,1195,initial,2020-08-01,BASIC,Female,55-65,Sweden,facebook,33
1195,1196,initial,2022-12-01,BASIC,Other,25-34,Denmark,Missing referral type,53
1196,1197,initial,2021-08-01,BASIC,Female,18-24,Finland,TV,43
1197,1198,CHURN,2021-12-01,BASIC,Other,25-34,Sweden,Organic Search,43
1198,1199,initial,2020-10-01,BASIC,Female,55-65,Sweden,Google Ads,33
1199,1200,initial,2022-07-01,BASIC,Female,18-24,Finland,facebook,53
1200,1201,CHURN,2022-11-01,MAX,Other,55-65,Sweden,facebook,119
1201,1202,REDUCTION,2022-02-01,PRO,Other,35-44,Sweden,Paid Search,85
1202,1203,UPGRADE,2021-11-01,MAX,Male,18-24,Sweden,Missing referral type,109
1203,1204,initial,2022-08-01,BASIC,Other,25-34,Norway,Organic Search,53
1204,1205,initial,2022-08-01,PRO,Male,55-65,Sweden,Missing referral type,85
1205,1206,UPGRADE,2021-03-01,MAX,Male,35-44,Sweden,Paid Search,109
1206,1207,UPGRADE,2022-05-01,PRO,Female,25-34,Sweden,Missing referral type,85
1207,1208,CHURN,2021-12-01,BASIC,Male,18-24,Sweden,Missing referral type,43
1208,1209,REDUCTION,2021-08-01,PRO,Other,25-34,Denmark,Missing referral type,75
1209,1210,UPGRADE,2021-10-01,MAX,Other,55-65,Sweden,Missing referral type,109
1210,1211,initial,2022-11-01,PRO,Other,35-44,Norway,Organic Search,85
1211,1212,initial,2020-12-01,BASIC,Male,55-65,Sweden,Missing referral type,33
1212,1213,CHURN,2021-11-01,PRO,Female,18-24,Finland,Missing referral type,75
1213,1214,REDUCTION,2022-06-01,BASIC,Female,35-44,Norway,Missing referral type,53
1214,1215,UPGRADE,2022-08-01,MAX,Male,35-44,Norway,Missing referral type,119
1215,1216,UPGRADE,2022-11-01,MAX,Male,35-44,Sweden,Missing referral type,119
1216,1217,CHURN,2022-09-01,PRO,Other,55-65,Finland,Organic Search,85
1217,1218,initial,2020-11-01,BASIC,Other,45-54,Finland,Missing referral type,33
1218,1219,UPGRADE,2022-11-01,MAX,Other,45-54,Sweden,Missing referral type,119
1219,1220,initial,2021-05-01,BASIC,Male,35-44,Sweden,facebook,43
1220,1221,initial,2022-08-01,MAX,Other,55-65,Norway,Missing referral type,119
1221,1222,initial,2022-11-01,BASIC,Other,25-34,Finland,Missing referral type,53
1222,1223,initial,2022-07-01,BASIC,Male,55-65,Finland,facebook,53
1223,1224,UPGRADE,2022-08-01,PRO,Male,18-24,Finland,facebook,85
1224,1225,REDUCTION,2020-08-01,BASIC,Other,45-54,Sweden,Paid Search,33
1225,1226,REDUCTION,2020-12-01,BASIC,Female,18-24,Finland,facebook,33
1226,1227,initial,2022-02-01,BASIC,Other,18-24,Sweden,Display,53
1227,1228,REDUCTION,2021-03-01,BASIC,Other,35-44,Norway,facebook,43
1228,1229,REDUCTION,2022-03-01,BASIC,Other,25-34,Denmark,Missing referral type,53
1229,1230,UPGRADE,2022-05-01,MAX,Male,18-24,Sweden,Paid Search,119
1230,1231,REDUCTION,2022-05-01,BASIC,Female,18-24,Denmark,Paid Search,53
1231,1232,UPGRADE,2021-04-01,PRO,Male,18-24,Norway,Missing referral type,75
1232,1233,initial,2022-07-01,PRO,Male,18-24,Finland,Paid Search,85
1233,1234,initial,2020-11-01,BASIC,Female,55-65,Norway,facebook,33
1234,1235,initial,2021-07-01,MAX,Other,18-24,Norway,Paid Search,109
1235,1236,REDUCTION,2021-09-01,BASIC,Other,55-65,Norway,Missing referral type,43
1236,1237,UPGRADE,2021-09-01,MAX,Other,18-24,Norway,Missing referral type,109
1237,1238,initial,2022-06-01,PRO,Other,25-34,Denmark,Organic Search,85
1238,1239,initial,2022-08-01,BASIC,Female,25-34,Norway,Missing referral type,53
1239,1240,REDUCTION,2022-10-01,BASIC,Other,35-44,Norway,Missing referral type,53
1240,1241,REDUCTION,2022-11-01,BASIC,Female,18-24,Norway,Organic Search,53
1241,1242,UPGRADE,2022-01-01,MAX,Female,55-65,Sweden,Missing referral type,119
1242,1243,UPGRADE,2022-09-01,MAX,Other,18-24,Finland,Display,119
1243,1244,CHURN,2022-10-01,PRO,Male,18-24,Finland,Missing referral type,85
1244,1245,initial,2022-10-01,PRO,Female,45-54,Sweden,Missing referral type,85
1245,1246,UPGRADE,2022-09-01,MAX,Other,35-44,Denmark,Organic Search,119
1246,1247,initial,2021-04-01,BASIC,Other,35-44,Sweden,Bing,43
1247,1248,UPGRADE,2022-07-01,MAX,Female,35-44,Sweden,Google Ads,119
1248,1249,UPGRADE,2022-09-01,PRO,Other,45-54,Denmark,facebook,85
1249,1250,initial,2020-12-01,BASIC,Female,18-24,Denmark,Missing referral type,33
1250,1251,REDUCTION,2022-08-01,BASIC,Other,55-65,Finland,facebook,53
1251,1252,REDUCTION,2021-04-01,BASIC,Other,25-34,Sweden,facebook,43
1252,1253,UPGRADE,2022-11-01,PRO,Female,45-54,Norway,facebook,85
1253,1254,CHURN,2022-07-01,MAX,Other,35-44,Finland,Paid Search,119
1254,1255,initial,2022-06-01,MAX,Other,45-54,Sweden,facebook,119
1255,1256,UPGRADE,2021-09-01,MAX,Other,55-65,Norway,Display,109
1256,1257,REDUCTION,2022-08-01,PRO,Female,45-54,Denmark,facebook,85
1257,1258,UPGRADE,2022-04-01,MAX,Male,18-24,Denmark,Paid Search,119
1258,1259,CHURN,2022-04-01,BASIC,Other,45-54,Sweden,Missing referral type,53
1259,1260,REDUCTION,2022-02-01,PRO,Other,45-54,Sweden,facebook,85
1260,1261,REDUCTION,2022-06-01,PRO,Other,25-34,Norway,Paid Search,85
1261,1262,UPGRADE,2021-07-01,MAX,Male,35-44,Norway,Missing referral type,109
1262,1263,initial,2022-02-01,BASIC,Other,45-54,Denmark,Google Ads,53
1263,1264,REDUCTION,2022-04-01,BASIC,Other,55-65,Norway,Organic Search,53
1264,1265,initial,2020-07-01,BASIC,Female,18-24,Sweden,Bing,33
1265,1266,UPGRADE,2021-11-01,MAX,Female,18-24,Sweden,Google Ads,109
1266,1267,UPGRADE,2020-09-01,PRO,Other,25-34,Finland,facebook,65
1267,1268,REDUCTION,2021-11-01,BASIC,Female,25-34,Sweden,Missing referral type,43
1268,1269,initial,2022-04-01,PRO,Female,45-54,Sweden,Google Ads,85
1269,1270,UPGRADE,2022-10-01,MAX,Female,18-24,Norway,Google Ads,119
1270,1271,CHURN,2022-09-01,BASIC,Female,25-34,Finland,facebook,53
1271,1272,initial,2022-10-01,PRO,Male,25-34,Finland,Google Ads,85
1272,1273,UPGRADE,2022-01-01,MAX,Other,18-24,Finland,Missing referral type,119
1273,1274,REDUCTION,2022-05-01,PRO,Other,25-34,Sweden,Missing referral type,85
1274,1275,UPGRADE,2022-09-01,MAX,Female,55-65,Denmark,Google Ads,119
1275,1276,REDUCTION,2021-04-01,BASIC,Female,18-24,Sweden,Paid Search,43
1276,1277,UPGRADE,2022-03-01,MAX,Male,18-24,Denmark,Missing referral type,119
1277,1278,initial,2021-03-01,BASIC,Other,55-65,Norway,Missing referral type,43
1278,1279,initial,2022-11-01,BASIC,Other,45-54,Norway,Paid Search,53
1279,1280,REDUCTION,2022-06-01,BASIC,Other,45-54,Denmark,Missing referral type,53
1280,1281,initial,2022-09-01,MAX,Other,25-34,Sweden,Missing referral type,119
1281,1282,UPGRADE,2021-10-01,MAX,Male,55-65,Denmark,Missing referral type,109
1282,1283,initial,2022-01-01,BASIC,Other,35-44,Norway,Display,53
1283,1284,initial,2022-07-01,PRO,Male,35-44,Finland,Google Ads,85
1284,1285,initial,2020-12-01,BASIC,Female,35-44,Norway,Paid Search,33
1285,1286,UPGRADE,2022-09-01,MAX,Female,35-44,Sweden,Missing referral type,119
1286,1287,UPGRADE,2022-01-01,MAX,Other,25-34,Sweden,Missing referral type,119
1287,1288,REDUCTION,2021-04-01,PRO,Female,45-54,Denmark,Missing referral type,75
1288,1289,initial,2022-03-01,MAX,Other,35-44,Norway,Display,119
1289,1290,initial,2022-06-01,PRO,Male,18-24,Sweden,Missing referral type,85
1290,1291,initial,2022-08-01,PRO,Other,35-44,Finland,Missing referral type,85
1291,1292,REDUCTION,2021-09-01,BASIC,Other,18-24,Sweden,Missing referral type,43
1292,1293,initial,2022-03-01,BASIC,Female,35-44,Denmark,facebook,53
1293,1294,UPGRADE,2022-02-01,PRO,Female,55-65,Sweden,Organic Search,85
1294,1295,REDUCTION,2022-02-01,BASIC,Other,18-24,Sweden,Missing referral type,53
1295,1296,initial,2021-12-01,BASIC,Male,45-54,Norway,Bing,43
1296,1297,UPGRADE,2022-07-01,MAX,Female,35-44,Sweden,Paid Search,119
1297,1298,CHURN,2021-04-01,MAX,Female,18-24,Finland,Display,109
1298,1299,REDUCTION,2022-05-01,BASIC,Male,18-24,Norway,Missing referral type,53
1299,1300,CHURN,2022-02-01,MAX,Other,55-65,Sweden,Missing referral type,119
1300,1301,initial,2021-04-01,BASIC,Female,18-24,Finland,Missing referral type,43
1301,1302,CHURN,2022-09-01,PRO,Female,35-44,Finland,Missing referral type,85
1302,1303,REDUCTION,2020-06-01,BASIC,Other,35-44,Denmark,Google Ads,33
1303,1304,CHURN,2022-02-01,BASIC,Other,35-44,Sweden,Missing referral type,53
1304,1305,CHURN,2022-02-01,BASIC,Male,25-34,Finland,Missing referral type,53
1305,1306,initial,2020-02-01,BASIC,Male,25-34,Sweden,Paid Search,33
1306,1307,CHURN,2022-06-01,PRO,Other,18-24,Finland,Missing referral type,85
1307,1308,initial,2021-10-01,BASIC,Female,35-44,Sweden,Missing referral type,43
1308,1309,REDUCTION,2022-06-01,BASIC,Other,35-44,Norway,facebook,53
1309,1310,CHURN,2021-12-01,PRO,Other,35-44,Finland,Google Ads,75
1310,1311,REDUCTION,2022-04-01,BASIC,Other,18-24,Denmark,Missing referral type,53
1311,1312,UPGRADE,2021-10-01,MAX,Female,35-44,Sweden,TV,109
1312,1313,initial,2022-12-01,MAX,Other,35-44,Denmark,Missing referral type,119
1313,1314,UPGRADE,2022-04-01,MAX,Other,55-65,Sweden,Missing referral type,119
1314,1315,initial,2022-11-01,BASIC,Other,18-24,Norway,Organic Search,53
1315,1316,REDUCTION,2022-05-01,PRO,Other,25-34,Denmark,Google Ads,85
1316,1317,REDUCTION,2022-11-01,BASIC,Other,25-34,Sweden,TV,53
1317,1318,UPGRADE,2022-11-01,PRO,Female,18-24,Sweden,Missing referral type,85
1318,1319,UPGRADE,2022-06-01,MAX,Other,25-34,Finland,Paid Search,119
1319,1320,UPGRADE,2021-04-01,MAX,Other,45-54,Sweden,Organic Search,109
1320,1321,UPGRADE,2022-10-01,MAX,Female,35-44,Denmark,Organic Search,119
1321,1322,initial,2022-08-01,MAX,Other,18-24,Norway,Bing,119
1322,1323,initial,2022-10-01,MAX,Other,18-24,Denmark,Google Ads,119
1323,1324,initial,2021-11-01,BASIC,Female,18-24,Finland,Paid Search,43
1324,1325,REDUCTION,2022-05-01,BASIC,Male,45-54,Sweden,Google Ads,53
1325,1326,CHURN,2022-06-01,BASIC,Other,25-34,Sweden,Missing referral type,53
1326,1327,UPGRADE,2022-06-01,MAX,Other,25-34,Denmark,Missing referral type,119
1327,1328,UPGRADE,2022-07-01,MAX,Male,35-44,Denmark,Organic Search,119
1328,1329,UPGRADE,2022-06-01,MAX,Other,25-34,Sweden,Missing referral type,119
1329,1330,UPGRADE,2021-10-01,PRO,Male,45-54,Norway,Missing referral type,75
1330,1331,initial,2022-11-01,BASIC,Male,18-24,Finland,TV,53
1331,1332,REDUCTION,2022-08-01,BASIC,Male,18-24,Finland,Missing referral type,53
1332,1333,initial,2022-02-01,BASIC,Other,45-54,Denmark,Missing referral type,53
1333,1334,initial,2022-01-01,PRO,Other,18-24,Finland,Missing referral type,85
1334,1335,CHURN,2022-05-01,MAX,Female,55-65,Denmark,Google Ads,119
1335,1336,UPGRADE,2022-06-01,MAX,Female,45-54,Sweden,Missing referral type,119
1336,1337,CHURN,2022-03-01,MAX,Male,55-65,Finland,facebook,119
1337,1338,initial,2022-10-01,BASIC,Male,55-65,Sweden,Missing referral type,53
1338,1339,UPGRADE,2022-06-01,MAX,Other,18-24,Sweden,Missing referral type,119
1339,1340,CHURN,2021-04-01,BASIC,Other,25-34,Denmark,facebook,43
1340,1341,REDUCTION,2020-09-01,BASIC,Female,55-65,Sweden,Paid Search,33
1341,1342,UPGRADE,2020-11-01,MAX,Male,35-44,Sweden,Missing referral type,99
1342,1343,UPGRADE,2022-02-01,MAX,Male,55-65,Sweden,Google Ads,119
1343,1344,UPGRADE,2021-11-01,MAX,Male,35-44,Sweden,facebook,109
1344,1345,REDUCTION,2022-11-01,BASIC,Female,55-65,Norway,Missing referral type,53
1345,1346,UPGRADE,2022-08-01,MAX,Female,45-54,Norway,Missing referral type,119
1346,1347,initial,2022-11-01,PRO,Other,45-54,Sweden,facebook,85
1347,1348,REDUCTION,2022-07-01,PRO,Other,45-54,Sweden,Missing referral type,85
1348,1349,CHURN,2021-07-01,MAX,Female,45-54,Sweden,TV,109
1349,1350,initial,2022-02-01,BASIC,Male,18-24,Sweden,Google Ads,53
1350,1351,UPGRADE,2022-01-01,PRO,Female,35-44,Sweden,Missing referral type,85
1351,1352,initial,2021-07-01,BASIC,Female,45-54,Sweden,Missing referral type,43
1352,1353,initial,2022-06-01,PRO,Male,45-54,Sweden,Paid Search,85
1353,1354,REDUCTION,2022-01-01,BASIC,Female,35-44,Finland,Missing referral type,53
1354,1355,UPGRADE,2022-11-01,MAX,Other,35-44,Denmark,Google Ads,119
1355,1356,UPGRADE,2022-10-01,MAX,Female,25-34,Denmark,facebook,119
1356,1357,UPGRADE,2021-11-01,PRO,Female,35-44,Sweden,Paid Search,75
1357,1358,initial,2022-08-01,PRO,Male,45-54,Finland,Google Ads,85
1358,1359,UPGRADE,2022-11-01,MAX,Female,25-34,Denmark,TV,119
1359,1360,CHURN,2022-10-01,PRO,Male,55-65,Sweden,Missing referral type,85
1360,1361,initial,2022-01-01,MAX,Other,55-65,Norway,TV,119
1361,1362,initial,2022-08-01,PRO,Other,35-44,Sweden,Missing referral type,85
1362,1363,UPGRADE,2022-01-01,MAX,Other,55-65,Finland,Missing referral type,119
1363,1364,REDUCTION,2022-09-01,BASIC,Other,25-34,Sweden,Display,53
1364,1365,CHURN,2021-04-01,PRO,Female,35-44,Sweden,Organic Search,75
1365,1366,initial,2020-10-01,BASIC,Other,18-24,Sweden,TV,33
1366,1367,initial,2022-07-01,BASIC,Male,55-65,Denmark,Organic Search,53
1367,1368,CHURN,2021-11-01,PRO,Female,18-24,Denmark,Missing referral type,75
1368,1369,CHURN,2022-03-01,BASIC,Other,55-65,Denmark,Paid Search,53
1369,1370,initial,2022-06-01,BASIC,Female,18-24,Sweden,Missing referral type,53
1370,1371,initial,2021-10-01,BASIC,Male,18-24,Norway,Organic Search,43
1371,1372,initial,2021-06-01,BASIC,Other,35-44,Norway,Missing referral type,43
1372,1373,initial,2022-09-01,PRO,Female,25-34,Denmark,Missing referral type,85
1373,1374,CHURN,2021-04-01,BASIC,Female,25-34,Sweden,Missing referral type,43
1374,1375,initial,2022-08-01,PRO,Other,18-24,Sweden,Missing referral type,85
1375,1376,REDUCTION,2022-09-01,BASIC,Male,35-44,Denmark,Missing referral type,53
1376,1377,initial,2022-09-01,BASIC,Male,25-34,Finland,Missing referral type,53
1377,1378,REDUCTION,2022-11-01,BASIC,Other,55-65,Sweden,Missing referral type,53
1378,1379,initial,2021-05-01,MAX,Other,55-65,Norway,Missing referral type,109
1379,1380,CHURN,2022-10-01,MAX,Male,18-24,Finland,Paid Search,119
1380,1381,UPGRADE,2022-07-01,MAX,Other,18-24,Sweden,facebook,119
1381,1382,UPGRADE,2022-02-01,MAX,Male,18-24,Norway,Missing referral type,119
1382,1383,initial,2022-05-01,PRO,Male,25-34,Norway,Missing referral type,85
1383,1384,initial,2022-08-01,MAX,Other,25-34,Finland,Missing referral type,119
1384,1385,initial,2022-07-01,PRO,Other,18-24,Denmark,facebook,85
1385,1386,UPGRADE,2021-12-01,MAX,Other,45-54,Sweden,Missing referral type,109
1386,1387,REDUCTION,2022-10-01,BASIC,Other,18-24,Sweden,Google Ads,53
1387,1388,UPGRADE,2022-10-01,PRO,Female,55-65,Sweden,Missing referral type,85
1388,1389,initial,2022-04-01,MAX,Other,25-34,Sweden,Paid Search,119
1389,1390,REDUCTION,2021-10-01,BASIC,Female,45-54,Sweden,Google Ads,43
1390,1391,REDUCTION,2022-04-01,BASIC,Male,25-34,Sweden,Organic Search,53
1391,1392,initial,2022-03-01,PRO,Other,45-54,Sweden,Display,85
1392,1393,REDUCTION,2021-04-01,BASIC,Female,45-54,Finland,Bing,43
1393,1394,UPGRADE,2020-11-01,MAX,Female,45-54,Sweden,Organic Search,99
1394,1395,initial,2022-01-01,PRO,Male,45-54,Finland,Organic Search,85
1395,1396,UPGRADE,2021-08-01,PRO,Male,25-34,Norway,facebook,75
1396,1397,initial,2020-10-01,BASIC,Other,55-65,Sweden,Missing referral type,33
1397,1398,initial,2022-06-01,PRO,Male,55-65,Sweden,Missing referral type,85
1398,1399,UPGRADE,2022-07-01,MAX,Male,18-24,Denmark,Paid Search,119
1399,1400,UPGRADE,2021-06-01,MAX,Female,25-34,Finland,Missing referral type,109
1400,1401,UPGRADE,2021-03-01,MAX,Female,25-34,Finland,Missing referral type,109
